CODE,OWNER,STATUS,CATEGORY_MEANING_E,CATEGORY_MEANING_F,UNITS_DESCRIPTOR_E,UNITS_DESCRIPTOR_F,CF_CODE,NETCDF_LONG_NAME,WMO_CODE_TABLE_ID,CONVENTION
LON#,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_originator_NODC,,
LON$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,
LON$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,
LONA,MEDS,A,Position and navigation,Position et navigation,degree Celsius,degré Celsius,,longitude_reported_with_every_depth,,
LOND,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LOND,IML,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LOND,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude,,
LONG,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_positive_west,,
LONG,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LONM,MEDS,A,Position and navigation,Position et navigation,minute(angle),minute(angle),,longitude_minutes_within_degree,,
LONP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
LOUT,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,long_wave_radiation_outgoing,,
LOWF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,
LT2$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LT2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LTG$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_from_GPS,,
LTN#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,
LVLS,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,code_of_xbt_launcher_tube,,
LW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
LW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
LWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,liquid_water_content,,
LYD$,NODC,A,General purpose,Tout usage,text,texte,,,,
Latitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
Longitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
MAGC,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_correction,,
MAGN,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
MAGN,IML,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
MAGN,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,magnetic_field_variation_True,,
MAGR,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_residual,,
MAGT,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_total,,
MBN$,MEDS,A,General purpose,Tout usage,text,texte,,,,
MBN$,NODC,A,General purpose,Tout usage,text,texte,,,,
MDVP,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
MFD#,CSIRO,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
MINS,MEDS,A,Date and time within day,Date et temps dans une journée,minute(time),minute(durée),,,,
MMFX,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,,,
MMMM,MEDS,A,General purpose,Tout usage,code table,table de code,,,,
MMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
MNS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_minimum_value,,
MNT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_minimum_value,,
MNTH,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
MNTH,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
MNTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
MRT#,MEDS,A,Methods,Méthodes,text,texte,,,,
MRT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
MTH$,MEDS,A,Methods,Méthodes,text,texte,,,,
MXS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_maximum_value,,
MXT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_maximum_value,,
Methane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,
Methylene_Chloride,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,
NAM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NAM$,NODC,A,General purpose,Tout usage,number,nombre,,,,
NBD1,MEDS,A,Wave,Vague,number,nombre,,,,
NBIN,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,
NBL1,MEDS,A,Wave,Vague,number,nombre,,,,
NDM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NDS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NET$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,micrometre,micromètre,,size_net_mesh,,
NETR,BIO,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,
NETR,IML,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,
NETR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,radiation_net,,
NH3$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NH3$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NID#,MEDS,A,General purpose,Tout usage,text,texte,,,,
NIPO,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
NIRR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,
NONE,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,
NONE,IML,A,General purpose,Tout usage,dimensionless,sans dimension,,,,
NORG,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NORG,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NORG,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NPA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NPT#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,
NRP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NRP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NSB$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NSCM,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
NSCM,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
NSCM,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
NSCT,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
NSCT,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
NSCT,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,northward_sea_water_velocity,,,
NSRF,NODC,A,General purpose,Tout usage,text,texte,,,,
NSU$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,
NTHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,
NTMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,
NTOT,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTOT,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTOT,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRA,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRA,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRA,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrate_in_water,,
NTRA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRI,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRI,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRI,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_nitrite_in_water,,
NTRI,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRZ,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRZ,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTRZ,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrate_and_nitrite_in_sea_water,mole_concentration_of_nitrate_and_nitrite_in_water,,
NTRZ,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
NTSC,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,
NUL$,MEDS,A,General purpose,Tout usage,text,texte,,,,
NUM$,MEDS,A,General purpose,Tout usage,number,nombre,,,,
NUM_,IML,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,
NVD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NVD$,NODC,A,General purpose,Tout usage,number,nombre,,,,
NVS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
NVS$,NODC,A,General purpose,Tout usage,number,nombre,,,,
NWAV,MEDS,A,Wave,Vague,number,nombre,,,,
Nitrate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
Nitrate_plus_Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
Nitrogen:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,
Nitrogen:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
Number_of_bin_records,IOS,A,General purpose,Tout usage,unknown,inconnu,,,,
O18$,MEDS,A,Chemistry,Chimie,number,nombre,,,,
OBSS,MEDS,I,Date and time within day,Date et temps dans une journée,second,seconde,,seconds_within_minute,,
OCC$,NODC,A,Methods,Méthodes,text,texte,,,,
OCD$,NODC,A,General purpose,Tout usage,text,texte,,,,
OCL#,MEDS,A,General purpose,Tout usage,text,texte,,,,
OCL#,NODC,A,General purpose,Tout usage,text,texte,,,,
OCP$,MEDS,A,General purpose,Tout usage,text,texte,,,,
OCP$,NODC,A,General purpose,Tout usage,text,texte,,,,
OCR$,MEDS,A,General purpose,Tout usage,text,texte,,identifier_of_mission_by_originator,,
OCR$,NODC,A,General purpose,Tout usage,text,texte,,,,
OCUR,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,microampere,microampère,,,,
OCUR,IML,A,Instrument characteristics,Caractéristiques de l'instrument,microampere,microampère,,,,
ODD1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,
ODD2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,
OEN$,MEDS,A,General purpose,Tout usage,text,texte,,description_of_event_by_originator,,
OID$,MEDS,A,General purpose,Tout usage,text,texte,station_description,description_of_station_by_originator,,
OID$,NODC,A,General purpose,Tout usage,text,texte,,,,
OLP$,MEDS,A,Chemistry,Chimie,milligram per metre square,milligramme par mètre carré,,,,
OLS#,MEDS,A,General purpose,Tout usage,text,texte,,,,
OLS#,NODC,A,General purpose,Tout usage,text,texte,,,,
OLW$,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
OMV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
ONM1,MEDS,A,General purpose,Tout usage,text,texte,,,,
ONM1,NODC,A,General purpose,Tout usage,text,texte,,,,
OPPR,BIO,A,Biological Oceanography,Océanographie biologique,dimensionless,sans dimension,,,,
OPPR,IML,A,Biological Oceanography,Océanographie biologique,dimensionless,sans dimension,,,,
OSAT,BIO,A,Chemistry,Chimie,percent,pourcentage,,,,
OSAT,IML,A,Chemistry,Chimie,percent,pourcentage,,,,
OSI$,MEDS,A,General purpose,Tout usage,text,texte,,originator_sample_identifier,,
OSI$,NODC,A,General purpose,Tout usage,text,texte,,,,
OTMP,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
OTMP,IML,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
OTMP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,temperature_of_sensor_for_oxygen_in_sea_water,temperature_of_sensor_for_oxygen_in_water,,
OXS$,MEDS,A,Chemistry,Chimie,percent,pourcentage,,,,
OXV_,IML,A,Biological Oceanography,Océanographie biologique,volt,volt,,,,
OXYG,BIO,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,
OXYG,IML,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,
OXYG,NODC,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,
Oxygen:Dissolved,IOS,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,
Oxygen:Dissolved,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,
Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,
Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,millilitre per litre,millilitre par litre,,,,
Oxygen:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,
PAD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
PAIR,MEDS,A,General purpose,Tout usage,number,nombre,,,,
PAR,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,
PAR$,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,photosynthetic_active_radiation,,
PAR$,NODC,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,
PAR0,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,
PAR1,MEDS,A,Biological Oceanography,Océanographie biologique,unknown,inconnu,,,,
PAR1,NODC,A,Biological Oceanography,Océanographie biologique,text,texte,,,,
PAR:Reference,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,
PB1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PB1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PBA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PBA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PBC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PBC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PBN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PBP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,
PBP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
PBS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
PBS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
PBV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PBV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,
PCA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PCA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PCS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PCS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,
PDID,NODC,A,General purpose,Tout usage,text,texte,,,,
PDR$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
PDT$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
PDT$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
PDV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,centimetre cube,centimètre cube,,,,
PEA$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram metre per second square,kilogramme mètre par seconde carré,,,,
PEQ$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,1770,
PEQ$,NODC,A,Methods,Méthodes,code table,table de code,,,,
PERI,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
PFL$,MEDS,A,General purpose,Tout usage,number,nombre,,,,
PFL$,NODC,A,General purpose,Tout usage,number,nombre,,,,
PFN$,MEDS,A,Data Operation,Opération sur données,number,nombre,,,,
PFN$,NODC,A,General purpose,Tout usage,number,nombre,,,,
PFR$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,type_of_instrument_and_fallrate_equation_coefficients_and_recorder_wmp_tables_1770_4770,17704770,
PFR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,
PGDP,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,percent,pourcentage,,,,
PGI#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,
PGID,NODC,A,General purpose,Tout usage,text,texte,,,,
PH1$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PH1$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PHA$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_phaeophytin_in_water,,
PHA$,NODC,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
PHA_,IML,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
PHI$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PHNB,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,National Bureau of Standards,National Bureau of Standards,,,,
PHOS,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PHOS,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PHOS,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_phosphate_in_sea_water,mole_concentration_of_phosphate_in_water,,
PHOS,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
PHPH,BIO,A,Chemistry,Chimie,dimensionless,sans dimension,,,,
PHPH,IML,A,Chemistry,Chimie,dimensionless,sans dimension,,,,
PHPH,MEDS,A,Chemistry,Chimie,dimensionless,sans dimension,sea_water_ph_reported_on_total_scale,ph_in_water,,
PHPH,NODC,A,Chemistry,Chimie,dimensionless,sans dimension,,,,
PHSC,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
PHY$,MEDS,A,Biological Oceanography,Océanographie biologique,kilolitre,kilolitre,,,,
PIM$,MEDS,A,Chemistry,Chimie,gram per metre cube,gramme par mètre cube,,,,
PIM_,IML,A,Biological Oceanography,Océanographie biologique,gram per metre cube,gramme par mètre cube,,,,
PIV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,
PIV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,
PKS$,MEDS,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,
PKT$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
PLA#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,
PLAT,MEDS,A,General purpose,Tout usage,code table,table de code,,platform_code_ICES,,ICES/SDN PLATFORM CODES
PLAT,NODC,A,General purpose,Tout usage,text,texte,,,,
PLK$,MEDS,A,Biological Oceanography,Océanographie biologique,gram per thousand metre cube,gramme par mille mètre cube,,,,
PLNK,MEDS,A,Biological Oceanography,Océanographie biologique,cubic millimeter per cubic meter,millimètre cube par mètre cube,,,,
PLT$,MEDS,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,percentage_of_light_transmittance,,
PLT$,NODC,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,,,
PLTN,NODC,A,General purpose,Tout usage,text,texte,,,,
PMT$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,
PMT$,NODC,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,
PNM1,MEDS,A,General purpose,Tout usage,text,texte,platform_name,,,
PNM1,NODC,A,General purpose,Tout usage,text,texte,,,,
POC$,MEDS,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,molar_concentration_of_particulate_organic_carbon_in_water,,
POC_,IML,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,
POC_,NODC,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,
POF$,MEDS,A,General purpose,Tout usage,decibar,decibar,,,,
POF$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,
POI$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
POM$,MEDS,A,Chemistry,Chimie,gram per metre cube,gramme par mètre cube,,,,
POM_,IML,A,Biological Oceanography,Océanographie biologique,gram per metre cube,gramme par mètre cube,,,,
PON$,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_particulate_organic_nitrogen_in_water,,
PON_,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
POTM,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
POTM,IML,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
POTM,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,sea_water_potential_temperature,,,
POTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,
POTT,BIO,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
