OWNER,GF3_CODE,MEDS:index,MEDS:GF3_CODE,MEDS:OWNER,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:P01 urn,BIO:P01 name,BIO:P06 name,BIO:OWNER,BIO:CF_CODE,BIO:P06 urn,BIO:GF3_CODE,BIO:units,CF_CODE,NERC:P07 id,NERC:P01 id,NERC:P01 urn
MEDS,VMTB,1332.0,VMTB,MEDS,A,Wave,Vague,metre square hertz,mètre carré hertz,,,,,,,,,,,,,,,,
MEDS,VMTC,1333.0,VMTC,MEDS,A,Wave,Vague,metre square hertz square,mètre carré hertz carré,,,,,,,,,,,,,,,,
MEDS,VMTD,1334.0,VMTD,MEDS,A,Wave,Vague,metre square hertz cube,mètre carré hertz cube,,,,,,,,,,,,,,,,
MEDS,VMTE,1335.0,VMTE,MEDS,A,Wave,Vague,metre square hertz exponent four,mètre carré hertz exposant quatre,,,,,,,,,,,,,,,,
MEDS,VMTM,1336.0,VMTM,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,
MEDS,VMTN,1337.0,VMTN,MEDS,A,Wave,Vague,metre square per hertz square,mètre carré par hertz carré,,,,,,,,,,,,,,,,
MEDS,VMWD,1338.0,VMWD,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VMX1,1339.0,VMX1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VMX2,1340.0,VMX2,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VMXL,1341.0,VMXL,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VNI1,1342.0,VNI1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VNM1,1343.0,VNM1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VNN1,1344.0,VNN1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VNR1,1345.0,VNR1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VNS1,1346.0,VNS1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VNUM,1347.0,VNUM,MEDS,A,Wave,Vague,degree(angle) per metre,degré(angle) par mètre,,,,,,,,,,,,,,,,
MEDS,VNX1,1348.0,VNX1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VPA$,1349.0,VPA$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VPD1,1350.0,VPD1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VPD2,1351.0,VPD2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VPED,1352.0,VPED,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VPER,1353.0,VPER,MEDS,A,Wave,Vague,second,seconde,,water_surface_wave_period_visual_estimate,,,,,,,,,,,,,,
MEDS,VPK1,1355.0,VPK1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VPM$,1356.0,VPM$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VPN1,1357.0,VPN1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VQXY,1358.0,VQXY,MEDS,A,Wave,Vague,degree(angle) square per hertz,degré(angle) carré par hertz,,,,,,,,,,,,,,,,
MEDS,VQZX,1359.0,VQZX,MEDS,A,Wave,Vague,metre degree(angle) per hertz,mètre degré(angle) par hertz,,,,,,,,,,,,,,,,
MEDS,VQZY,1360.0,VQZY,MEDS,A,Wave,Vague,metre degree(angle) per hertz,mètre degré(angle) par hertz,,,,,,,,,,,,,,,,
MEDS,VRAT,1361.0,VRAT,MEDS,A,Meteorology,Météorologie,degree Celsius square,degré Celsius carré,,,,,,,,,,,,,,,,
MEDS,VRHU,1362.0,VRHU,MEDS,A,Meteorology,Météorologie,gram square per kilogram square,gramme carré par kilogramme carré,,,,,,,,,,,,,,,,
MEDS,VRMS,1363.0,VRMS,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VRWS,1364.0,VRWS,MEDS,A,Meteorology,Météorologie,metre square per second square,mètre carré par seconde carré,,,,,,,,,,,,,,,,
MEDS,VSAP,1365.0,VSAP,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt per second,volt par seconde,,,,,,,,,,,,,,,,
MEDS,VSB#,1366.0,VSB#,MEDS,A,Meteorology,Météorologie,code table,table de code,,,4300.0,,,,,,,,,,,,,
MEDS,VSDN,1368.0,VSDN,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,
MEDS,VSMA,1369.0,VSMA,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VSMB,1370.0,VSMB,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VSMC,1371.0,VSMC,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VSMD,1372.0,VSMD,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VSN1,1373.0,VSN1,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,
MEDS,VSP1,1374.0,VSP1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VSP2,1375.0,VSP2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VSPR,1376.0,VSPR,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VST1,1377.0,VST1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VSWD,1378.0,VSWD,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VSX1,1379.0,VSX1,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,
MEDS,VSX2,1380.0,VSX2,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,
MEDS,VTCA,1381.0,VTCA,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTD1,1382.0,VTD1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTDH,1383.0,VTDH,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VTKC,1384.0,VTKC,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VTKD,1385.0,VTKD,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VTP$,1386.0,VTP$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTP1,1387.0,VTP1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTPK,1388.0,VTPK,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTS$,1389.0,VTS$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTZA,1390.0,VTZA,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VTZM,1391.0,VTZM,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VWH$,1392.0,VWH$,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VWSA,1393.0,VWSA,MEDS,A,Wave,Vague,metre per second square,mètre par seconde carré,,,,,,,,,,,,,,,,
MEDS,VWSE,1394.0,VWSE,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VWSH,1395.0,VWSH,MEDS,A,Meteorology,Météorologie,metre per second per kilometre,mètre par seconde par kilomètre,,,,,,,,,,,,,,,,
MEDS,VWTE,1396.0,VWTE,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VWTN,1397.0,VWTN,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,VXH$,1398.0,VXH$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VXL$,1399.0,VXL$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VXS1,1400.0,VXS1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,VZA1,1401.0,VZA1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VZA2,1402.0,VZA2,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,VZMX,1403.0,VZMX,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,VZS$,1404.0,VZS$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,WAIT,1405.0,WAIT,MEDS,A,Methods,Méthodes,number,nombre,,,,,,,,,,,,,,,,
MEDS,WCF$,1407.0,WCF$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
MEDS,WCLR,1410.0,WCLR,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
MEDS,WDC$,1412.0,WDC$,MEDS,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
MEDS,WDIR,1417.0,WDIR,MEDS,A,Meteorology,Météorologie,degree(angle),degré(angle),wind_from_direction,wind_from_direction_true,,FromTrue,,,degrees,BIO,wind_to_direction,UAAA,WDIR,degrees,wind_from_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0036/,,
MEDS,WDR#,1419.0,WDR#,MEDS,A,Meteorology,Météorologie,code table,table de code,,,877.0,From,,,,,,,,,,,,
MEDS,WETT,1423.0,WETT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,CWETZZ01,Wet bulb temperature of the atmosphere,degrees Celsius,BIO,,UPAA,WETT,degrees c,,,http://vocab.nerc.ac.uk/collection/P01/current/CWETZZ01/,CWETZZ01
MEDS,WFBS,1425.0,WFBS,MEDS,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
MEDS,WFR1,1427.0,WFR1,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
MEDS,WHT$,1428.0,WHT$,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,WIR$,1429.0,WIR$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
MEDS,WMDP,1430.0,WMDP,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,WMO$,1431.0,WMO$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,WOI$,1432.0,WOI$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
MEDS,WPR$,1433.0,WPR$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
MEDS,WRDP,1434.0,WRDP,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,WSC$,1435.0,WSC$,MEDS,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
MEDS,WSDP,1437.0,WSDP,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
MEDS,WSP#,1438.0,WSP#,MEDS,A,Meteorology,Météorologie,knot,noeud,,,,,,,,,,,,,,,,
MEDS,WSPD,1442.0,WSPD,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,wind_speed,horizontal_wind_speed,,,EWSBZZ01,Speed of wind {wind speed} in the atmosphere,metres per second,BIO,wind_speed,UVAA,WSPD,m/s,wind_speed,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,http://vocab.nerc.ac.uk/collection/P01/current/EWSBZZ01/,EWSBZZ01
MEDS,WSPE,1446.0,WSPE,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,True,ESEWZZXX,Eastward velocity of wind in the atmosphere,metres per second,BIO,eastward_wind,UVAA,WSPE,m/s,eastward_wind,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0653/,http://vocab.nerc.ac.uk/collection/P01/current/ESEWZZXX/,ESEWZZXX
MEDS,WSPN,1449.0,WSPN,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,True,ESNSZZXX,Northward velocity of wind in the atmosphere,metres per second,BIO,northward_wind,UVAA,WSPN,m/s,northward_wind,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0461/,http://vocab.nerc.ac.uk/collection/P01/current/ESNSZZXX/,ESNSZZXX
MEDS,WSS$,1450.0,WSS$,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
MEDS,WTHA,1451.0,WTHA,MEDS,A,Meteorology,Météorologie,code table,table de code,,,4561.0,,,,,,,,,,,,,
MEDS,WVD#,1452.0,WVD#,MEDS,A,Wave,Vague,code table,table de code,,,,FromTrue,,,,,,,,,,,,
MEDS,WVER,1456.0,WVER,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,EWSWZZ01,Upward air velocity in the atmosphere,metres per second,BIO,upward_air_velocity,UVAA,WVER,m/s,upward_air_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0109/,http://vocab.nerc.ac.uk/collection/P01/current/EWSWZZ01/,EWSWZZ01
MEDS,WVH#,1457.0,WVH#,MEDS,A,Wave,Vague,code table,table de code,,,1555.0,,,,,,,,,,,,,
MEDS,WVP#,1460.0,WVP#,MEDS,A,Wave,Vague,code table,table de code,,,3155.0,,,,,,,,,,,,,
MEDS,WWCD,1465.0,WWCD,MEDS,A,Meteorology,Météorologie,code table,table de code,,present_weather_from_manned_station_wmo_table_4677,4677.0,,,,,,,,,,,,,
MEDS,XCD#,1467.0,XCD#,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
MEDS,XCT#,1469.0,XCT#,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
MEDS,XEQ$,1473.0,XEQ$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
MEDS,XTRK,1475.0,XTRK,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,
MEDS,YEA#,1477.0,YEA#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
MEDS,YEAR,1478.0,YEAR,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
MEDS,ZNTH,1484.0,ZNTH,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,degrees,BIO,zenith_angle,UAAA,ZNTH,degrees,zenith_angle,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0044/,,
MEDS,ZONE,1485.0,ZONE,MEDS,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,AC2$,6.0,AC2$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ACC$,8.0,ACC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ACCS,10.0,ACCS,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ADDP,15.0,ADDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ADID,17.0,ADID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ADPF,20.0,ADPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,AFC$,24.0,AFC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ALKY,32.0,ALKY,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,ALKYZZXX,Total alkalinity per unit volume of the water body,millimoles per cubic metre,BIO,,MMCM,ALKY,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/ALKYZZXX/,ALKYZZXX
NODC,AMON,45.0,AMON,NODC,A,Chemistry,Chimie,millimole per litre cube,millimole par litre cube,,,,,,,,,,,,,,,,
NODC,ANH$,47.0,ANH$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,
NODC,ANT$,49.0,ANT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,
NODC,APN$,53.0,APN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,AQA$,59.0,AQA$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,
NODC,AREA,61.0,AREA,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,
NODC,ARG$,63.0,ARG$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,ATMP,70.0,ATMP,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,,,
NODC,ATMS,74.0,ATMS,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,hectopascal,BIO,air_pressure_at_mean_sea_level,HPAX,ATMS,hPa,air_pressure_at_mean_sea_level,http://vocab.nerc.ac.uk/collection/P07/current/Q9ZYSAOC/,,
NODC,ATPT,77.0,ATPT,NODC,A,Meteorology,Météorologie,hectopascal per hour,hectopascal par heure,,,,,,,,,,,,,,,,
NODC,B14$,97.0,B14$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,BATH,103.0,BATH,NODC,A,Geophysics,Géophysique,metre,mètre,,,,,BATHDPTH,Sea-floor depth (below mean sea level) {bathymetric depth},metres,BIO,,ULAA,BATH,metres,,,http://vocab.nerc.ac.uk/collection/P01/current/BATHDPTH/,BATHDPTH
NODC,BCI$,110.0,BCI$,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,
NODC,BMS$,118.0,BMS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,BQA$,123.0,BQA$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,BQZ$,125.0,BQZ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,BTP$,131.0,BTP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,BV7$,137.0,BV7$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,BYM$,139.0,BYM$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,CALK,147.0,CALK,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
NODC,CAST,151.0,CAST,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,
NODC,CCLL,155.0,CCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CCVR,157.0,CCVR,NODC,A,Meteorology,Météorologie,text,texte,,,,,,,,,,,,,,,,
NODC,CDD$,158.0,CDD$,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
NODC,CDP$,161.0,CDP$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,,,
NODC,CDX$,162.0,CDX$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,,,
NODC,CHAC,165.0,CHAC,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CHCD,169.0,CHCD,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CHDA,171.0,CHDA,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CHDP,172.0,CHDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CHLT,179.0,CHLT,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
NODC,CHPF,180.0,CHPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CITW,182.0,CITW,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CLCM,186.0,CLCM,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
NODC,CLDA,188.0,CLDA,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
NODC,CLDT,192.0,CLDT,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,
NODC,COND,214.0,COND,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,
NODC,CORG,218.0,CORG,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,CORGRGFF,Concentration of organic carbon {organic_C CAS 7440-44-0} {POC} per unit volume of the water body [particulate >GF/F phase],millimoles per cubic metre,BIO,mole_concentration_of_dissolved_organic_carbon_in_sea_water,MMCM,CORG,mmol/m^3,mole_concentration_of_dissolved_organic_carbon_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N31/,,
NODC,CPH$,221.0,CPH$,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
NODC,CPHL,225.0,CPHL,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],milligrams per cubic metre,BIO,mass_concentration_of_chlorophyll_a_in_sea_water,UMMC,CPHL,mg/m^3,mass_concentration_of_chlorophyll_a_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N7/,http://vocab.nerc.ac.uk/collection/P01/current/CPHLZZXX/,CPHLZZXX
NODC,CRC$,230.0,CRC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,CRID,231.0,CRID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CSC1,233.0,CSC1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CSID,237.0,CSID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,CSN$,240.0,CSN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,DATE,276.0,DATE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,DAY$,278.0,DAY$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,DBID,280.0,DBID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,DDS$,286.0,DDS$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,DEPC,293.0,DEPC,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
NODC,DEPH,297.0,DEPH,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,metres,BIO,,ULAA,DEPH,metres,,,,
NODC,DEPP,299.0,DEPP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,DEWT,307.0,DEWT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,CDEWZZ01,Dew point temperature of the atmosphere,degrees Celsius,BIO,dew_point_temperature,UPAA,DEWT,degrees Celsius,dew_point_temperature,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0723/,http://vocab.nerc.ac.uk/collection/P01/current/CDEWZZ01/,CDEWZZ01
NODC,DKT$,318.0,DKT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,DOX$,332.0,DOX$,NODC,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,
NODC,DOX2,333.0,DOX2,NODC,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
NODC,DOXY,337.0,DOXY,NODC,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
NODC,DPC$,338.0,DPC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
NODC,DPS$,346.0,DPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,hour,heure,,,,,,,,,,,,,,,,
NODC,DRDP,353.0,DRDP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,metres,BIO,,ULAA,DRDP,metres,,,,
NODC,DRHR,355.0,DRHR,NODC,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,,,
NODC,DRYT,362.0,DRYT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,CDTASS01,Temperature of the atmosphere by dry bulb thermometer,degrees Celsius,BIO,,UPAA,DRYT,degrees celsuis,,,http://vocab.nerc.ac.uk/collection/P01/current/CDTASS01/,CDTASS01
NODC,DT2$,368.0,DT2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,DTE$,372.0,DTE$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,D_P$,377.0,D_P$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,F11$,414.0,F11$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,
NODC,F12$,416.0,F12$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,
NODC,FLAG,425.0,FLAG,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,FLO1,427.0,FLO1,NODC,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,,,
NODC,FLU1,432.0,FLU1,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
NODC,FLU2,434.0,FLU2,NODC,A,Chemistry,Chimie,volt,volt,,,,,,,,,,,,,,,,
NODC,FRA$,441.0,FRA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,FRE$,443.0,FRE$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,FRQ$,445.0,FRQ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
